6, 3, 31497086159775600, 431, 229, 18-JUL-12, CHECK
7, 2, 1146724271950800, 412, 61, 11-JUN-12, CREDIT
7, 2, 27596658811315600, 160, 122, 12-MAR-12, CREDIT
6, 3, 96483938493161296, 500, 30, 13-JUN-12, CASH
2, 1, 53405318808602000, 620, 99, 23-JUL-12, CASH
2, 3, 15571889998893700, 700, 170, 27-JUL-12, CHECK
15, 1, 90074404868985696, 215, 68, 12-JAN-12, CHECK
2, 3, 22763166264660700, 284, 237, 26-NOV-12, CASH
14, 4, 22666826816982500, 560, 230, 16-JUN-12, CHECK
12, 1, 68435552677558800, 617, 76, 21-MAR-12, CASH
13, 2, 10187588141791900, 257, 163, 14-JAN-12, CHECK
12, 4, 48295726025695200, 135, 201, 12-APR-12, CASH
8, 2, 61127288833721800, 320, 16, 27-SEP-12, CASH
2, 3, 99980714919481696, 516, 112, 21-JUN-12, CREDIT
4, 4, 33984362660164600, 477, 192, 18-AUG-12, CREDIT
7, 3, 10606461905598600, 150, 236, 24-JUN-12, CREDIT
6, 1, 82713078064717296, 166, 108, 27-APR-12, CREDIT
5, 3, 88184177625624608, 604, 182, 10-AUG-12, CASH
6, 2, 35711698009325800, 117, 166, 17-JAN-12, CASH
14, 2, 47798387628279800, 434, 38, 26-AUG-12, CASH
10, 2, 59362809965445296, 197, 244, 15-JUN-12, CASH
9, 2, 76399285584235008, 536, 96, 13-NOV-12, CASH
6, 4, 70739599352825200, 308, 75, 23-JAN-12, CREDIT
3, 4, 88757716872559392, 117, 179, 25-JAN-12, CASH
11, 4, 93303046523882400, 553, 95, 26-DEC-12, CASH
15, 2, 99038508983142000, 120, 27, 20-MAR-12, CASH
6, 2, 18789690357374200, 655, 190, 24-MAR-12, CASH
5, 3, 73250292585026096, 520, 191, 11-JAN-12, CASH
5, 1, 16971975756505000, 135, 172, 23-AUG-12, CHECK
7, 3, 98475127314608992, 545, 226, 20-AUG-12, CREDIT
14, 2, 68216995657031200, 100, 119, 25-OCT-12, CHECK
4, 3, 7232251590302780, 617, 164, 18-MAR-12, CHECK
9, 2, 74901444091942496, 257, 143, 12-JAN-12, CREDIT
13, 2, 2400525356115100, 604, 56, 21-FEB-12, CASH
10, 1, 43645789447428096, 110, 38, 24-MAY-12, CHECK
13, 4, 87916239979454592, 500, 199, 22-NOV-12, CASH
3, 4, 52104981111517800, 118, 218, 14-JUN-12, CASH
9, 4, 87885699232768192, 320, 130, 17-JUN-12, CASH
6, 2, 61663377012916400, 128, 73, 10-JUL-12, CREDIT
1, 4, 62219938498797400, 619, 106, 16-FEB-12, CREDIT
2, 4, 23421311797105600, 135, 255, 26-MAR-12, CHECK
4, 2, 77936319397829504, 215, 116, 25-MAR-12, CREDIT
5, 3, 51854564860995504, 679, 262, 12-APR-12, CASH
6, 1, 30686999243428400, 619, 67, 16-DEC-12, CHECK
4, 3, 71079858597341600, 220, 37, 15-OCT-12, CASH
8, 4, 55235808457720000, 517, 49, 17-DEC-12, CHECK
4, 3, 55587970449475200, 135, 159, 13-AUG-12, CASH
11, 1, 2153954432069430, 220, 69, 23-MAR-12, CHECK
2, 4, 52329489876262096, 447, 257, 19-NOV-12, CREDIT
8, 2, 76981394893129696, 538, 129, 27-JUL-12, CASH
4, 1, 14893766897429900, 155, 55, 17-JUL-12, CREDIT
1, 4, 26467564517925200, 116, 193, 12-JUN-12, CREDIT
12, 1, 34885903766157500, 408, 250, 22-OCT-12, CHECK
11, 3, 55977141269377904, 300, 209, 13-OCT-12, CREDIT
7, 4, 1925906457364710, 675, 115, 15-JAN-12, CASH
11, 2, 21729967598997100, 520, 142, 25-OCT-12, CREDIT
13, 4, 94304472455264496, 515, 67, 25-MAY-12, CREDIT
10, 2, 85343233884485104, 130, 103, 26-MAR-12, CASH
5, 2, 75747885535237104, 257, 187, 27-APR-12, CASH
12, 1, 40093131976809400, 518, 120, 16-JAN-12, CREDIT
7, 3, 55233753690263104, 512, 49, 19-APR-12, CREDIT
15, 2, 92857861039211008, 284, 228, 13-SEP-12, CHECK
8, 2, 95351650117892192, 408, 147, 19-NOV-12, CREDIT
14, 2, 7232251590302780, 553, 33, 10-MAY-12, CASH
14, 4, 10364738004552300, 110, 207, 17-APR-12, CHECK
5, 3, 26151180723159600, 570, 63, 26-JUN-12, CASH
9, 4, 66035222893589296, 674, 163, 22-APR-12, CHECK
5, 3, 33571528085421700, 185, 225, 11-APR-12, CREDIT
3, 1, 53104253818652400, 164, 222, 14-OCT-12, CASH
7, 3, 66905151715642000, 500, 66, 15-JAN-12, CASH
11, 1, 53351345540051400, 619, 262, 10-SEP-12, CASH
7, 3, 15898365982496100, 105, 140, 25-MAY-12, CREDIT
15, 4, 56803396156742600, 533, 152, 13-FEB-12, CHECK
13, 4, 49449568344601200, 530, 129, 13-SEP-12, CASH
13, 2, 83343545961596800, 306, 256, 22-OCT-12, CREDIT
3, 2, 27881970631066300, 475, 36, 26-AUG-12, CHECK
10, 2, 25462713938532200, 336, 73, 16-DEC-12, CREDIT
6, 3, 68488175285164800, 700, 160, 15-MAY-12, CASH
12, 2, 12445222639251000, 128, 246, 25-OCT-12, CREDIT
12, 4, 28291943387951000, 560, 97, 23-NOV-12, CASH
3, 1, 58981406464547800, 606, 239, 27-OCT-12, CREDIT
10, 4, 96319937572960896, 130, 171, 25-MAY-12, CHECK
12, 2, 71102094320189800, 166, 100, 27-DEC-12, CASH
5, 4, 44786604086640096, 700, 169, 11-OCT-12, CHECK
3, 1, 7390420430719850, 155, 126, 10-SEP-12, CHECK
1, 4, 75447520129640000, 116, 16, 16-MAR-12, CREDIT
11, 2, 1734741463409900, 545, 29, 13-JUL-12, CASH
3, 1, 49956304913672800, 680, 98, 23-JUN-12, CHECK
13, 1, 63828967202720200, 540, 221, 14-MAY-12, CHECK
5, 1, 87885699232768192, 336, 193, 19-JUL-12, CREDIT
4, 3, 56055919305216200, 253, 26, 12-MAY-12, CASH
15, 1, 2400525356115100, 655, 127, 27-JAN-12, CREDIT
2, 4, 52783636813423600, 215, 63, 23-FEB-12, CHECK
2, 1, 96337208617258096, 533, 181, 27-AUG-12, CASH
9, 1, 7390420430719850, 336, 204, 20-MAY-12, CASH
14, 2, 5295730735078740, 520, 146, 20-SEP-12, CASH
14, 1, 5763074249343890, 125, 227, 19-FEB-12, CREDIT
3, 1, 51159767004005296, 117, 40, 25-MAR-12, CREDIT
2, 1, 33330138963889000, 630, 138, 19-MAY-12, CHECK
13, 1, 5088855143741860, 215, 208, 11-OCT-12, CASH
1, 1, 36538988526812400, 516, 119, 24-NOV-12, CHECK
3, 1, 72077160394194304, 253, 147, 22-OCT-12, CHECK
12, 3, 94074721324065408, 538, 155, 10-JUL-12, CREDIT
3, 2, 37671547968560096, 518, 38, 21-JAN-12, CREDIT
5, 3, 90890493064735808, 185, 264, 21-MAR-12, CREDIT
7, 3, 30564151141848300, 638, 172, 21-FEB-12, CHECK
6, 1, 81054938594661200, 512, 241, 23-FEB-12, CREDIT
10, 1, 9843557760660400, 434, 73, 22-JUN-12, CREDIT
4, 4, 90709076439521504, 630, 147, 20-OCT-12, CHECK
13, 1, 66908068945791200, 604, 32, 14-APR-12, CHECK
14, 3, 87178546005657200, 560, 83, 23-JUL-12, CHECK
5, 2, 7344789647944940, 430, 185, 18-JAN-12, CASH
11, 2, 40552271398567600, 326, 175, 23-JUN-12, CREDIT
10, 1, 77993603915865408, 545, 243, 25-JUL-12, CHECK
14, 2, 55977141269377904, 655, 37, 22-MAR-12, CHECK
8, 3, 70836229258965104, 197, 144, 20-FEB-12, CASH
4, 3, 37899139465056000, 638, 211, 22-JUL-12, CASH
5, 2, 69153207374209800, 477, 201, 16-MAY-12, CHECK
10, 2, 34563526745289900, 170, 15, 15-JAN-12, CASH
2, 2, 72515051641620896, 409, 93, 21-FEB-12, CREDIT
7, 2, 63967135557205600, 512, 146, 15-JUL-12, CREDIT
6, 3, 42561997788525200, 679, 228, 26-NOV-12, CASH
10, 1, 39740247890427904, 238, 82, 23-MAR-12, CASH
5, 1, 39002353786911200, 166, 80, 22-AUG-12, CREDIT
1, 3, 16680404281714600, 326, 219, 10-DEC-12, CASH
1, 1, 53351345540051400, 108, 105, 15-AUG-12, CASH
8, 3, 53104253818652400, 284, 170, 19-AUG-12, CHECK
8, 2, 30773016583892400, 155, 256, 17-OCT-12, CHECK
7, 4, 69778175647971296, 430, 170, 26-OCT-12, CASH
6, 4, 79087401308279392, 430, 185, 21-JAN-12, CHECK
2, 1, 87173406540224608, 257, 235, 21-MAY-12, CREDIT
1, 3, 20483164758370800, 515, 154, 14-JUL-12, CREDIT
9, 1, 44280006157363104, 431, 118, 25-NOV-12, CASH
11, 3, 66344128176524800, 533, 254, 21-MAR-12, CHECK
7, 1, 82912782688458208, 109, 75, 15-OCT-12, CREDIT
10, 3, 25462713938532200, 164, 231, 13-JAN-12, CREDIT
15, 4, 17410712872897000, 320, 115, 20-MAR-12, CASH
15, 4, 80253640424334096, 477, 190, 13-SEP-12, CREDIT
3, 4, 87329249592559104, 517, 110, 16-SEP-12, CASH
2, 3, 6020913414910770, 326, 115, 14-JAN-12, CREDIT
2, 1, 19857017537510200, 122, 79, 14-MAY-12, CASH
9, 2, 56975206801901696, 108, 247, 16-NOV-12, CASH
4, 4, 1866000767510330, 519, 205, 26-JUL-12, CREDIT
13, 2, 37512462145526000, 120, 199, 15-OCT-12, CHECK
9, 4, 88627086542630496, 518, 134, 18-AUG-12, CASH
4, 1, 30548248368164800, 511, 139, 17-SEP-12, CHECK
12, 1, 3000037413405130, 538, 78, 10-APR-12, CREDIT
3, 3, 30672303924221400, 284, 254, 12-MAR-12, CASH
10, 3, 24886042677264700, 619, 147, 11-MAR-12, CASH
1, 2, 10569784414188500, 284, 15, 27-JUN-12, CHECK
11, 3, 65752397487036304, 329, 134, 25-JUL-12, CREDIT
13, 4, 33956396952201800, 476, 123, 16-AUG-12, CHECK
8, 3, 94688590010228000, 117, 160, 24-JUN-12, CHECK
2, 3, 11572278862553900, 238, 19, 13-MAR-12, CREDIT
11, 4, 77767738449331296, 166, 121, 27-DEC-12, CREDIT
15, 1, 89654500649116000, 288, 249, 15-SEP-12, CHECK
7, 4, 60633509883784800, 306, 73, 26-SEP-12, CASH
11, 4, 55418117756050400, 620, 36, 14-JUN-12, CASH
8, 3, 64622528662262400, 117, 102, 16-JUL-12, CHECK
3, 3, 36538988526812400, 570, 187, 23-MAY-12, CREDIT
10, 1, 59945275375666400, 570, 74, 27-MAR-12, CREDIT
9, 3, 66346845164081696, 122, 19, 23-APR-12, CASH
9, 4, 12863462756688200, 155, 94, 10-MAY-12, CREDIT
10, 3, 3072024058973990, 326, 102, 19-OCT-12, CASH
8, 4, 93931708849728496, 278, 134, 13-JAN-12, CHECK
7, 4, 57588832877738600, 675, 51, 19-AUG-12, CREDIT
12, 1, 25689881734481600, 536, 64, 12-AUG-12, CASH
15, 2, 32197734622091100, 118, 231, 18-AUG-12, CREDIT
10, 3, 9279132275329410, 110, 154, 17-FEB-12, CASH
1, 1, 55210348775555904, 100, 93, 26-DEC-12, CREDIT
12, 4, 26467564517925200, 517, 208, 23-MAY-12, CASH
10, 2, 3027971305327570, 516, 120, 10-FEB-12, CHECK
9, 3, 4329887446242130, 604, 197, 18-MAR-12, CHECK
9, 3, 68433132458356304, 700, 175, 14-JUN-12, CHECK
15, 1, 14822267886229400, 238, 253, 23-FEB-12, CREDIT
5, 4, 70516283575362096, 408, 32, 20-FEB-12, CHECK
7, 3, 90244401709025200, 197, 157, 21-JAN-12, CREDIT
12, 4, 97081171665197600, 122, 51, 18-MAY-12, CREDIT
5, 3, 35085111351340100, 169, 219, 26-JUN-12, CASH
14, 1, 17752599021630800, 329, 89, 18-JAN-12, CREDIT
5, 1, 35071060783791800, 116, 261, 11-AUG-12, CHECK
15, 4, 34754574991482400, 604, 23, 17-DEC-12, CREDIT
10, 2, 72077160394194304, 238, 237, 23-JUL-12, CHECK
15, 2, 26033399081981900, 512, 109, 16-JUL-12, CHECK
6, 4, 21014053551045200, 284, 244, 20-AUG-12, CREDIT
15, 4, 33941326733714300, 431, 215, 22-JAN-12, CHECK
13, 2, 48251409219181904, 116, 161, 24-FEB-12, CREDIT
15, 1, 69423166163670200, 160, 175, 24-JUN-12, CHECK
15, 4, 16005378821460800, 674, 64, 10-SEP-12, CHECK
6, 4, 30265788600123800, 536, 203, 19-APR-12, CREDIT
8, 2, 7588679669721360, 700, 214, 21-FEB-12, CHECK
10, 3, 12259319506028900, 329, 71, 26-MAR-12, CREDIT
3, 2, 6020913414910770, 630, 115, 15-NOV-12, CREDIT
6, 1, 69436184452891200, 185, 122, 14-JUN-12, CREDIT
14, 2, 35085111351340100, 604, 263, 18-SEP-12, CREDIT
15, 2, 14796783844707000, 300, 206, 16-MAR-12, CREDIT
12, 4, 90240136880417104, 476, 168, 23-NOV-12, CREDIT
8, 2, 34885903766157500, 630, 199, 16-NOV-12, CASH
11, 3, 10736158342136600, 308, 166, 15-MAY-12, CHECK
8, 3, 38916401219564400, 110, 92, 13-MAY-12, CREDIT
14, 3, 1085446161841450, 197, 138, 13-FEB-12, CASH
12, 1, 22751676778686300, 675, 71, 23-SEP-12, CREDIT
9, 1, 21416499509060300, 166, 249, 15-FEB-12, CHECK
11, 2, 73487812182492896, 284, 44, 26-JUN-12, CASH
2, 2, 72498250794599008, 130, 234, 20-OCT-12, CREDIT
15, 4, 41798963710557296, 700, 192, 23-MAR-12, CASH
12, 4, 83388900610036496, 169, 54, 19-JAN-12, CREDIT
12, 3, 74544590029709408, 116, 184, 26-MAY-12, CREDIT
9, 1, 28017863855051400, 250, 259, 20-OCT-12, CASH
13, 3, 73152712055355504, 674, 81, 19-JAN-12, CREDIT
9, 2, 68053921178587904, 430, 261, 19-JUL-12, CASH
15, 2, 48675794800944304, 202, 263, 11-DEC-12, CASH
11, 1, 99968831369416192, 202, 23, 16-NOV-12, CREDIT
7, 1, 39230030992587696, 475, 41, 10-JUN-12, CASH
6, 1, 98962596116801600, 617, 169, 25-JUL-12, CREDIT
14, 3, 50323139856650304, 536, 216, 14-JAN-12, CREDIT
3, 3, 30752518413549800, 238, 18, 14-AUG-12, CHECK
5, 3, 13481548366228000, 336, 107, 20-OCT-12, CASH
15, 4, 29668829953812300, 238, 234, 21-MAY-12, CREDIT
3, 2, 69429473136791000, 700, 33, 19-JUN-12, CHECK
5, 2, 99704848298643904, 220, 56, 14-JAN-12, CREDIT
5, 1, 27851323718389500, 288, 51, 11-AUG-12, CHECK
1, 2, 21653117621790000, 326, 118, 20-JUL-12, CASH
1, 3, 67870284853588304, 431, 122, 20-AUG-12, CHECK
1, 1, 78093058674591296, 253, 48, 19-NOV-12, CREDIT
4, 2, 78358804033841904, 160, 162, 16-DEC-12, CASH
5, 2, 45825936222130200, 325, 110, 13-OCT-12, CREDIT
6, 4, 81455012512368192, 109, 181, 19-OCT-12, CREDIT
12, 2, 60389450542543104, 412, 155, 11-NOV-12, CASH
13, 4, 30937087274559400, 536, 84, 21-MAR-12, CASH
4, 3, 71530831825809104, 680, 164, 22-JUN-12, CREDIT
7, 3, 54269632245176000, 517, 208, 11-APR-12, CREDIT
4, 2, 83389719867578592, 336, 99, 16-JUN-12, CASH
11, 4, 68875066092975696, 308, 199, 16-OCT-12, CASH
15, 2, 67688374915758304, 288, 144, 15-OCT-12, CHECK
9, 1, 33941326733714300, 606, 219, 18-MAR-12, CHECK
1, 3, 33733600701738400, 674, 190, 11-JUN-12, CASH
15, 1, 68027452089642800, 202, 100, 14-JUL-12, CREDIT
6, 4, 27488888917118200, 117, 18, 12-MAY-12, CHECK
13, 2, 30265788600123800, 135, 24, 25-AUG-12, CREDIT
11, 4, 66895838658361000, 533, 89, 23-OCT-12, CHECK
5, 3, 61619692579678304, 120, 19, 14-MAR-12, CREDIT
1, 3, 15580331331950500, 170, 178, 27-MAR-12, CREDIT
4, 4, 53067299145586200, 117, 215, 27-APR-12, CHECK
6, 4, 81155899107003808, 412, 95, 21-FEB-12, CREDIT
3, 2, 6325784695039560, 130, 229, 12-JUN-12, CASH
8, 2, 66360939998083296, 551, 85, 16-FEB-12, CREDIT
7, 1, 87474778606365296, 560, 145, 24-JUL-12, CREDIT
2, 1, 52491231069278496, 519, 244, 18-SEP-12, CASH
12, 2, 2606921373416450, 400, 232, 12-APR-12, CREDIT
2, 4, 91776013506917200, 257, 39, 10-JUN-12, CASH
15, 2, 49433677792287904, 170, 122, 19-JUL-12, CREDIT
8, 3, 93788549998899008, 336, 101, 24-JUL-12, CHECK
3, 1, 67659033383148200, 536, 173, 23-OCT-12, CREDIT
14, 1, 3523617885331380, 320, 236, 16-DEC-12, CREDIT
10, 4, 47531478450809104, 277, 255, 13-JAN-12, CHECK
12, 3, 62386476438266400, 412, 67, 11-NOV-12, CHECK
5, 4, 64855647489485904, 518, 249, 19-JUL-12, CREDIT
12, 1, 66871007441178704, 110, 226, 19-JUL-12, CHECK
3, 1, 55418117756050400, 326, 250, 23-AUG-12, CASH
6, 2, 66130689275868600, 185, 43, 12-JUN-12, CASH
3, 4, 65907273062761296, 114, 229, 10-OCT-12, CREDIT
13, 4, 1027127942988250, 431, 59, 24-JUN-12, CHECK
11, 3, 5448174300454780, 500, 193, 22-AUG-12, CASH
11, 4, 17551232557933400, 519, 20, 18-MAY-12, CASH
10, 1, 26506333924278700, 520, 222, 27-DEC-12, CASH
5, 4, 9883354633214820, 475, 214, 13-AUG-12, CHECK
8, 3, 3842977546117380, 198, 157, 15-MAY-12, CHECK
13, 4, 73758952972717792, 300, 172, 12-MAY-12, CREDIT
14, 3, 15711042743970500, 155, 175, 25-OCT-12, CREDIT
1, 4, 975498040768059, 253, 169, 19-NOV-12, CASH
12, 2, 26505832970152500, 197, 247, 27-JUL-12, CASH
8, 4, 92794257324924896, 198, 20, 22-MAR-12, CREDIT
13, 4, 23572236422574300, 150, 152, 18-OCT-12, CREDIT
1, 4, 26252957901022900, 300, 160, 27-JAN-12, CHECK
15, 2, 27706710281607400, 135, 112, 14-JUN-12, CHECK
7, 4, 97384439690950592, 102, 84, 24-MAY-12, CHECK
4, 1, 31527840520869700, 675, 64, 15-NOV-12, CASH
3, 3, 66084169714044600, 170, 105, 11-AUG-12, CASH
3, 3, 98687599700457200, 516, 183, 27-OCT-12, CASH
6, 2, 66130689275868600, 118, 61, 26-SEP-12, CREDIT
2, 2, 47635765247350096, 117, 39, 10-JUN-12, CHECK
3, 3, 21419574446561400, 135, 92, 12-NOV-12, CASH
8, 1, 62343114347323504, 620, 174, 26-FEB-12, CHECK
12, 2, 37081017302594600, 336, 182, 24-MAY-12, CHECK
9, 3, 62386476438266400, 604, 253, 10-JAN-12, CREDIT
6, 4, 95251381463778704, 412, 126, 18-JUN-12, CREDIT
10, 1, 43716079452953800, 601, 234, 25-JUN-12, CASH
13, 4, 52783636813423600, 257, 157, 18-NOV-12, CHECK
5, 1, 88887041638728608, 284, 93, 17-JAN-12, CHECK
9, 3, 95609208747818096, 553, 79, 18-APR-12, CASH
